Index;ISBN 13;Author ID;Nº of pages;Publication date;Rating;Nº of ratings;Nº of reviews
467;9,78014E+12;220;335;07/02/1984;4,02;28726;591
468;9,78087E+12;220;224;15/09/1998;4,02;303;21
469;9,78014E+12;220;160;30/08/1961;4,1;4303;62
470;9,78037E+12;220;208;04/09/2004;4,02;215;25
471;9,78081E+12;220;178;01/11/1997;4,02;12;3
472;9,78023E+12;220;358;01/08/1992;4,1;74;7
473;9,78052E+12;221;95;22/01/2004;4,03;31;3
474;9,7814E+12;220;127;20/01/2004;4,02;63;8
475;9,78081E+12;220;232;01/01/1998;4,1;12;2
476;9,78049E+12;220;151;24/09/1996;4,02;89;8
477;9,78142E+12;220;208;17/06/2004;4,1;1;0
478;9,78023E+12;222;254;15/05/1969;4,14;5032;36
479;9,78045E+12;222;288;01/05/1996;3,97;553;46
480;9,78045E+12;222;420;01/03/2001;4,27;2883;40
481;9,78016E+12;222;259;01/11/2002;3,97;45589;726
482;9,78014E+12;222;430;03/01/2000;3,97;2979;288
483;9,78087E+12;222;304;15/03/2003;3,97;109;7
484;9,78068E+12;222;223;18/10/1994;3,97;52;3
485;9,78014E+12;222;218;30/04/1953;4,14;135;9
486;9,78019E+12;222;178;17/09/1998;3,94;13358;199
487;9,78158E+12;222;75;22/06/2006;3,7;141555;1776
488;9,78045E+12;222;390;01/09/1958;3,97;8;1
489;9,78052E+12;222;214;01/08/2006;3,7;218;1
490;9,78142E+12;222;144;01/07/2005;3,7;740;57
491;9,78045E+12;223;624;01/11/1984;4,06;6086;79
492;9,78042E+12;223;256;27/08/1996;3,94;96;8
493;9,78055E+12;223;577;01/03/1984;4,21;1998;33
494;9,78081E+12;223;336;29/01/1998;3,83;4;0
495;9,78087E+12;223;480;15/09/1998;3,77;1;0
496;9,78014E+12;223;241;30/01/2003;3,95;3833;120
497;9,78159E+12;223;96;01/05/2003;3,42;23;1
498;9,7802E+12;223;254;15/12/1969;3,75;13;2
499;9,78067E+12;223;624;15/12/1998;4,07;69;10
500;9,78014E+12;223;224;28/02/1964;3,94;391;27
501;9,78016E+12;223;400;06/01/2003;4,03;14;2
502;9,78067E+12;223;608;01/05/2002;4,21;58;4
503;49086007763;224;80;29/12/1983;2,8;5;0
504;9,7802E+12;225;376;01/10/1995;4,07;14;3
505;9,78045E+12;223;98;01/02/1970;3,85;19;2
506;9,7802E+12;223;408;25/02/1999;3,6;262;13
507;9,78087E+12;223;132;01/03/2003;3,85;30604;552
508;9,78014E+12;223;335;27/07/1978;3,69;42;1
509;9,78052E+12;226;238;13/04/2000;4,33;5;2
510;9,7814E+12;227;226;18/05/2004;3,88;1054308;35537
511;9,78032E+12;228;372;08/08/2006;3,64;4067;357
512;9,78074E+12;209;272;01/07/2004;3,98;138101;2513
513;9,78074E+12;229;55;02/12/2005;3,94;24985;1751
514;9,78014E+12;230;267;31/12/2002;3,99;105507;3838
515;9,78158E+12;231;176;27/08/2001;3,46;75;12
516;9,78843E+12;232;144;01/06/2001;4,17;240;30
517;9,78843E+12;232;209;15/07/2009;4,14;331;24
518;9,78186E+12;232;209;01/08/2004;3,76;69;12
519;9,78843E+12;232;218;01/03/2008;3,96;1279;77
520;9,78843E+12;232;227;01/07/2005;3,76;1098;65
521;9,78032E+12;233;664;11/03/2005;2,83;0;0
522;9,78032E+12;233;854;29/07/2005;3,5;0;0
523;9,78843E+12;234;159;01/07/2003;4,05;453;60
524;9,78157E+12;235;416;01/12/2002;3,92;142;24
525;9,78068E+12;235;905;12/09/2000;3,92;104;16
526;9,78157E+12;235;144;01/10/1999;4,04;271;21
527;9,78052E+12;236;576;24/11/2000;4,27;1643;97
528;9,78002E+12;235;191;11/01/1958;4,03;2335;67
529;9,78087E+12;235;296;01/01/1993;3,92;84;8
530;9,78014E+12;83;176;30/08/2005;3,55;259;30
531;9,78019E+12;237;144;07/06/2001;3,71;236;33
532;9,78157E+12;235;540;01/05/2004;3,94;29;3
533;9,78006E+12;238;302;01/05/2001;4,07;2488;266
534;9,78847E+12;238;478;01/02/2003;4,07;11;0
535;9,78016E+12;239;559;15/04/1995;4,05;710;64
536;9,78014E+12;239;723;03/08/2004;4,05;48223;764
537;9,78039E+12;239;624;17/11/2003;4,05;30;8
538;9,78081E+12;239;584;15/01/1998;4,27;229;16
539;9,78081E+12;239;560;15/01/1978;4,32;32;3
540;9,78081E+12;240;524;01/09/1982;4,36;78;8
541;9,78067E+12;239;400;01/01/1929;4,02;98;5
542;9,78052E+12;239;451;18/01/2005;4,12;432;14
543;9,78067E+12;239;499;01/01/1985;4,52;61;4
544;9,78067E+12;239;496;01/01/1977;4,42;813;14
545;9,78081E+12;240;152;01/07/1995;4,08;12;0
546;9,78081E+12;241;222;15/11/1979;3,71;7;1
547;9,78069E+12;242;440;16/11/1997;4,62;12;0
548;9,7802E+12;222;197;01/09/2007;3,64;36;5
549;9,7802E+12;222;208;05/06/2003;3,64;264;14
550;9,78013E+12;243;640;13/08/1999;4,07;14;0
551;9,78186E+12;205;594;19/03/1992;3,86;30;2
552;9,78023E+12;221;345;01/11/2005;3,79;122;16
553;9,78052E+12;221;302;05/08/1986;4,12;32;3
554;9,78052E+12;221;334;04/04/2002;3,4;10;1
555;9,78052E+12;221;212;26/01/1995;3,73;10;0
556;9,78159E+12;244;408;04/05/2006;3,42;1416;217
557;9,78077E+12;244;336;12/08/2003;4,06;2799;166
558;9,78074E+12;245;336;07/01/2003;3,95;11990;831
559;9,78074E+12;245;259;10/04/2006;3,61;10679;899
560;9,78039E+12;91;518;11/07/2005;4,03;4356;404
561;9,78087E+12;246;256;10/04/1997;3,87;633;60
562;9,78039E+12;247;207;20/01/1997;3,98;800349;18198
563;9,78079E+12;248;256;01/04/2001;3,92;55106;1503
564;9,78074E+12;249;562;12/08/2003;4,26;73572;4280
565;9,78045E+12;250;519;06/11/2006;4,01;20909;944
566;9,78052E+12;251;354;25/07/2006;3,78;2456;115
567;9,78044E+12;252;172;01/01/2001;3,86;274649;7203
568;9,78038E+12;253;40;10/08/2004;4,17;4541;378
569;9,78159E+12;254;196;01/12/2006;2,67;9;2
570;9,78081E+12;255;240;01/05/2002;3,63;168362;5762
571;9,78039E+12;256;168;01/10/1978;4,04;15;3
572;9,78014E+12;256;168;29/10/1998;4,04;313;27
573;9,78014E+12;256;304;30/07/1998;4,08;51;2
574;9,78014E+12;257;128;07/09/1995;4,45;4244;99
575;9,78019E+12;258;333;11/02/2004;4,26;2399;253
576;9,78014E+12;258;392;01/09/2005;4,26;1821;210
577;9,78049E+12;258;476;05/05/2005;4,26;1146;166
578;9,78159E+12;258;392;20/09/2004;4,26;1628;171
579;9,7814E+12;247;399;10/07/2003;4;7481;1022
580;9,78038E+12;259;160;06/10/1998;3,71;330;40
581;9,78039E+12;247;368;19/10/1999;4,17;351406;11701
582;9,78068E+12;260;288;04/09/2001;4,01;1910;136
583;9,78037E+12;261;616;18/04/2006;3,68;87570;2800
584;9,78843E+12;261;495;01/01/2006;3,68;38;0
585;9,7809E+12;262;342;12/10/2006;4,07;43;1
586;9,78059E+12;263;144;01/01/1989;3,65;273;36
587;9,78045E+12;264;449;06/04/2004;4,07;1479727;18458
588;9,7814E+12;264;536;01/10/2004;4,07;1395;131
589;9,78044E+12;264;562;01/01/2000;4,07;462;45
590;9,78052E+12;264;389;03/09/2002;4,07;166;9
591;9,78193E+12;264;1064;17/02/2005;4,33;3124;87
592;9,7819E+12;264;327;01/02/2004;4,07;83;9
593;9,78074E+12;265;496;01/05/2004;3,84;131;28
594;9,78159E+12;265;409;25/07/2004;3,84;1343;183
595;9,78159E+12;266;96;10/01/2002;4;10;1
596;9,78159E+12;265;429;01/12/2003;3,84;730;88
597;9,78186E+12;265;432;18/03/1993;3,84;39;9
598;9,78067E+12;267;592;01/09/1992;4,16;9718;216
599;9,78141E+12;268;416;31/01/2007;4,21;1432;61
600;9,78052E+12;265;848;02/10/1993;4,3;32;2
601;9,78038E+12;265;887;09/07/2002;4,01;1235;146
602;9,78045E+12;265;928;07/02/2006;3,99;355;17
603;9,78067E+12;269;416;21/04/1994;3,85;4873;501
604;9,78067E+12;270;224;13/05/2002;3,82;552;81
605;9,78014E+12;265;830;25/11/1999;3,83;13212;394
606;9,78047E+12;91;176;25/09/1998;3,71;4532;278
607;9,78006E+12;91;407;01/01/1992;4,06;59;1
608;9,78082E+12;271;112;01/09/2005;3,84;127;10
609;9,78044E+12;0;240;01/11/2001;4,4;11515;139
610;9,78083E+12;272;96;26/09/2001;3,58;78;9
611;9,78075E+12;0;768;23/06/2006;4,57;1213;78
612;9,78077E+12;28;256;16/09/2002;3,66;1625;85
613;9,78077E+12;28;320;16/09/2002;3,81;6146;150
614;9,78077E+12;28;192;16/09/2002;3,43;1485;76
615;9,78041E+12;273;96;22/07/2002;2,67;3;1
616;9,78142E+12;223;88;01/01/2005;3,8;3;1
617;9,7802E+12;223;320;21/06/1990;3,85;76;6
618;9,78157E+12;223;124;01/04/1997;3,77;56;4
619;9,7802E+12;223;364;22/02/1922;5;0;0
620;9,78185E+12;274;127;01/06/1991;3,86;7;1
621;9,78188E+12;275;1076;01/10/1995;4,47;1107;48
622;9,78188E+12;275;1199;01/10/1995;4,5;1324;66
623;9,78038E+12;275;1016;15/10/2002;4,45;241;11
624;9,78039E+12;275;265;12/08/1992;4,08;13233;570
625;9,78039E+12;275;384;12/09/1988;4,16;4952;162
626;9,78039E+12;275;231;12/07/1988;4,01;103400;4076
627;9,78039E+12;275;379;12/08/1988;4,22;26389;1619
628;9,78081E+12;276;448;13/09/2005;3,6;983;130
629;9,78045E+12;277;205;01/10/2005;3,82;214;31
630;9,78142E+12;278;196;11/10/2005;3,97;250;12
631;9,78056E+12;275;2;20/09/2004;4,22;10;2
632;9,78067E+12;279;448;24/02/2006;3,89;10135;330
633;9,78068E+12;279;588;12/06/1996;4,04;13563;235
634;9,78014E+12;279;368;27/01/2004;3,83;2324;88
635;9,78026E+12;279;424;13/07/1981;3,95;573;11
636;9,78047E+12;279;192;12/06/1997;3,82;1555;63
637;9,78039E+12;280;244;04/06/1999;3,61;21;3
638;9,78026E+12;279;212;21/11/1984;3,92;515;37
639;9,78055E+12;281;512;01/04/1985;4,14;4786;92
640;9,78055E+12;282;256;01/11/1996;4,17;817;63
641;9,78055E+12;282;176;27/09/2005;4,22;24035;828
642;9,78055E+12;282;216;06/11/2001;4,15;29607;645
643;9,78076E+12;282;1160;04/10/2005;4,07;1682;51
644;9,78047E+12;283;304;09/10/1998;4,29;1469;22
645;9,78039E+12;282;224;17/06/2003;3,94;257;10
646;9,78038E+12;284;160;01/06/1989;4,02;674;30
647;9,78069E+12;282;152;08/10/2000;4,09;989;40
648;9,78006E+12;285;188;16/08/1996;3,83;4774;178
649;9,78071E+12;286;352;01/02/2006;4,31;51;5
650;9,78032E+12;287;859;30/06/1993;4,13;371;12
651;9,78045E+12;117;192;01/02/2001;3,96;429;39
652;9,78045E+12;117;752;01/08/1999;3,94;317;14
653;9,78045E+12;117;704;01/09/1996;3,87;271754;10063
654;9,78045E+12;288;624;01/11/2006;4,24;69;6
655;9,78006E+12;289;192;18/10/2005;3,1;31;2
656;9,7814E+12;290;400;27/04/2004;4,23;1392;136
657;9,78031E+12;291;336;18/04/2006;3,58;4462;446
658;9,78031E+12;291;342;01/07/2004;3,91;14769;658
659;9,78032E+12;292;277;11/01/2005;3,93;4254;355
660;9,78085E+12;293;400;11/10/2004;4,17;13334;502
661;9,78074E+12;294;112;02/10/2001;4,39;169;22
662;9,78052E+12;258;1103;03/09/1995;4,55;300;31
663;9,78045E+12;295;288;26/04/2005;3,08;57720;3535
664;9,78052E+12;258;1103;01/06/1994;4,55;267;24
665;9,78019E+12;258;672;03/04/1997;4,16;2278;69
666;9,78019E+12;258;249;18/03/2004;4,14;441462;11308
667;9,78097E+12;296;128;03/09/2004;3,79;1442;108
668;9,78074E+12;297;3;01/05/2006;3,77;393;77
669;9,78076E+12;298;80;05/12/2000;2,83;4;0
670;9,78068E+12;299;190;27/11/1990;3,66;9373;606
671;9,78014E+12;300;230;30/03/1996;3,62;378;31
672;9,78019E+12;300;464;18/05/2000;3,83;105;7
673;9,78014E+12;300;110;27/01/2005;3,69;3190;150
674;9,78014E+12;300;460;05/02/2004;3,83;13499;388
675;9,78023E+12;301;632;26/01/1994;3,8;5;1
676;9,78031E+12;302;529;16/09/2003;4;540349;19548
677;9,78074E+12;303;916;26/09/2006;4,28;133840;6118
678;9,78074E+12;159;751;22/05/2001;4,06;282649;5325
679;9,78157E+12;304;455;01/06/2006;3,5;20;5
680;9,78014E+12;305;512;30/12/2003;4,14;275;28
681;9,78039E+12;306;288;17/02/2001;4,05;2622;78
682;9,78014E+12;307;533;29/06/2004;4,17;57;0
683;9,78076E+12;308;432;28/12/2000;3,65;10;0
684;9,78047E+12;309;257;01/10/2006;3,64;37;9
685;9,78045E+12;310;729;28/10/1999;4;4797;124
686;9,78068E+12;311;288;02/07/1997;4,16;144;10
687;9,78068E+12;311;192;09/06/1997;4,07;197;7
688;9,78007E+12;312;664;06/02/2004;3,77;123;13
689;9,78094E+12;313;46;01/01/2002;3,62;55;7
690;9,78067E+12;314;368;15/09/1990;4,1;2505;233
691;9,78074E+12;314;192;06/01/2004;4,24;1874;114
692;9,78067E+12;314;384;21/03/1994;3,9;336;26
693;9,78193E+12;315;240;13/04/2006;4,14;39947;1622
694;9,78092E+12;315;32;28/12/1992;4,15;156;13
695;9,78043E+12;316;294;01/09/2001;3,72;35050;1833
696;9,78031E+12;317;344;15/06/2005;3,67;360;26
697;9,78067E+12;159;1120;14/06/1993;4,12;71764;1937
698;9,7814E+12;318;320;13/09/2005;4,2;3993;217
699;9,78068E+12;318;162;13/01/1994;3,89;5658;699
700;9,78035E+12;319;384;31/10/2006;3,58;585;78
701;9,78045E+12;319;376;30/09/2003;3,74;623;68
702;9,78068E+12;318;232;01/02/1994;3,8;10635;656
703;9,78074E+12;318;15;03/01/2006;4,07;563;133
704;9,78068E+12;320;288;10/09/2002;3,96;2769;200
705;9,78045E+12;321;200;01/09/1996;4,07;1827;154
706;9,78081E+12;322;344;01/02/2000;4,02;48;5
707;9,78068E+12;323;303;10/10/1997;3,89;2842;182
708;9,78094E+12;323;1328;12/05/1986;4,3;446;29
709;9,78188E+12;323;848;29/01/2001;4,25;55;9
710;9,78094E+12;323;1137;01/04/1990;4,22;67;9
711;9,78049E+12;323;272;06/08/2002;3,95;749;62
712;9,78069E+12;13;231;01/01/1975;4,08;41;9
713;9,78044E+12;13;183;01/05/1991;3,69;40;12
714;9,78031E+12;1;192;19/04/2005;3,93;3986;85
715;9,7816E+12;1;6;30/09/2005;3,98;58;15
716;9,78062E+12;3;502;06/06/2000;4,15;4689;171
717;9,78062E+12;3;1680;01/09/2000;4,38;237;3
718;9,7804E+12;324;207;28/05/1980;3,98;4685;74
719;9,78062E+12;3;1438;01/06/2005;4,5;232;9
720;9,78062E+12;3;127;15/11/1999;3,85;5526;225
721;9,78014E+12;31;905;31/08/1998;4,05;8461;369
722;9,78067E+12;31;611;31/12/2002;3,8;2737;161
723;9,78014E+12;31;671;31/08/2001;4,01;3920;132
724;9,7802E+12;325;412;23/07/1981;4,1;104;7
725;9,78082E+12;326;320;21/12/2002;3,68;19;2
726;9,78067E+12;159;240;01/11/1992;3,98;3460;482
727;9,78067E+12;159;445;12/05/1982;4,12;23064;1191
728;9,78068E+12;159;752;01/05/2001;4,06;1852;285
729;9,78084E+12;159;302;01/01/1990;4,11;14739;1199
730;9,78074E+12;159;697;01/06/2004;4,2;12178;1042
731;9,78045E+12;327;528;01/04/1998;4,19;140014;1753
732;9,78076E+12;328;137;01/01/2004;3,27;117;19
733;9,78847E+12;327;640;01/06/2003;4,19;26;2
734;9,78963E+12;329;25;01/09/2005;3,5;67;17
735;9,78076E+12;330;192;12/09/2006;3,71;161;16
736;9,78014E+12;329;6;16/06/2005;3,5;8858;885
737;9,78159E+12;329;707;01/04/2003;3,5;1260;207
738;9,78042E+12;331;208;18/09/2003;3,61;50;7
739;9,78019E+12;332;104;16/04/1998;3,82;39;5
740;9,78092E+12;333;156;30/04/2004;3,93;23;4
741;9,78019E+12;332;102;03/04/1997;3,82;6;0
742;9,78025E+12;334;164;01/07/1993;3,33;0;0
743;9,78052E+12;335;401;27/12/2005;3,92;2790;159
744;9,78052E+12;335;451;01/12/1997;3,96;12534;141
745;9,78006E+12;336;374;30/07/2002;4,22;58408;1272
746;9,78081E+12;337;560;11/02/2003;3,86;8879;693
747;9,78185E+12;338;576;01/01/2007;3,57;38;6
748;9,78086E+12;339;395;01/06/1991;3;1;1
749;9,78067E+12;340;434;01/03/2007;4,03;33;1
750;9,78039E+12;217;254;05/11/2002;3,76;259;30
751;9,78014E+12;341;104;31/03/2005;3,89;3094;301
752;9,78074E+12;341;150;01/07/2004;3,89;372;36
753;9,78157E+12;342;275;01/10/1998;3,59;68;6
754;9,78044E+12;341;123;01/03/2004;3,89;284;35
755;9,78184E+12;341;864;01/05/2001;4,14;875;33
756;9,78081E+12;341;432;13/07/2004;3,93;80;11
757;9,78014E+12;341;414;28/06/2005;3,42;856;111
758;9,78031E+12;343;560;26/09/2006;4,12;1338;113
759;9,78082E+12;344;120;01/10/1992;4,34;8228;410
760;9,7814E+12;345;368;03/05/2005;4,15;2594;403
761;9,78016E+12;346;326;04/10/1999;4,11;107455;7778
762;9,78016E+12;346;377;28/09/1994;4,29;799;107
763;9,78016E+12;346;245;05/10/2001;3,89;11016;734
764;9,78016E+12;346;64;05/10/2000;3,89;3331;242
765;9,78016E+12;346;346;16/10/1998;3,92;6184;284
766;9,78016E+12;346;307;15/10/2003;3,84;7649;548
767;9,78016E+12;346;292;14/06/1996;3,8;308;30
768;9,78186E+12;346;384;17/09/1998;4,02;3826;191
769;9,78847E+12;346;380;01/09/2004;3,89;1295;106
770;9,78847E+12;346;461;01/01/2005;3,8;1744;124
771;9,78847E+12;346;441;01/02/2003;3,84;842;69
772;9,78016E+12;346;314;01/09/1998;3,81;331;62
773;9,78959E+12;346;274;01/12/2005;4;2862;306
774;9,78089E+12;67;902;06/10/2009;4,42;1432;45
775;9,78E+12;67;127;01/01/2010;4,23;184293;5418
776;9,78039E+12;67;228;27/06/1950;4,03;2094;104
777;9,78014E+12;347;320;06/09/2005;3,63;488;39
778;9,78014E+12;347;281;24/02/2000;3,63;5575;502
779;9,78038E+12;348;732;04/04/2006;4,11;2732;105
780;9,78383E+12;349;83;01/09/2006;5;1;0
781;9,78068E+12;217;230;23/10/1989;3,93;1284;90
782;9,78014E+12;230;165;28/12/2004;3,85;3832;178
783;9,78081E+12;350;142;29/04/2004;4;54;4
784;9,7802E+12;351;272;01/04/2000;3,89;125;13
785;9,78007E+12;352;216;13/12/2005;4,11;942;59
786;9,78032E+12;292;301;07/01/2002;3,97;633037;11898
787;9,78079E+12;353;234;10/10/2001;3,98;4600;88
788;9,78006E+12;354;286;07/01/2003;3,99;32079;752
789;9,78014E+12;265;512;31/12/2002;3,77;14228;668
790;9,78039E+12;265;776;19/01/1999;3,77;573;38
791;9,78066E+12;355;364;01/01/1969;3,8;108;13
792;9,78006E+12;356;323;05/07/2005;4,27;10524;898
793;9,78006E+12;356;11;22/08/2006;4,27;697;180
794;9,78006E+12;356;323;17/10/2006;4,27;271;34
795;9,78076E+12;357;199;20/09/1995;4,02;66;4
796;9,78049E+12;358;64;02/02/1996;4,05;13562;141
797;9,78142E+12;358;416;01/08/2005;3,79;2161;50
798;9,78156E+12;359;144;04/05/2004;4,67;3;0
799;9,78019E+12;65;504;23/07/1998;3,59;85;12
800;9,78193E+12;65;1035;10/03/2003;4,28;25;4
801;9,78193E+12;65;713;02/02/2006;4,63;27;3
802;9,78188E+12;65;958;01/01/1996;4,22;198;7
803;9,78014E+12;360;504;30/01/2003;3,49;168559;2365
804;9,78019E+12;360;465;09/07/1998;3,49;257;22
805;9,78014E+12;360;1254;07/04/2005;3,49;792;59
806;9,78081E+12;360;530;31/12/1977;3,8;73;5
807;9,7802E+12;361;456;23/05/1996;4,02;84;4
808;9,78014E+12;360;272;26/05/1983;3,61;70;6
809;9,78067E+12;360;383;28/01/1964;3,49;36;5
810;9,7804E+12;360;1327;12/12/1987;4,18;7760;152
811;9,78014E+12;360;611;26/05/1977;3,86;70;8
812;9,78014E+12;362;484;28/01/2003;3,74;50335;3012
813;9,78069E+12;363;32;01/11/2003;4,2;1178;173
814;9,78062E+12;364;261;15/06/2004;3,52;4411;629
815;9,78039E+12;365;627;17/07/1989;4,13;856;105
816;9,78055E+12;366;763;03/06/2003;3,73;9344;995
817;9,78081E+12;367;288;13/01/1969;4,29;9254;194
818;9,7803E+12;368;288;01/11/2006;4,51;39;5
819;9,78157E+12;369;366;30/08/2006;4,5;17;2
820;9,78075E+12;370;404;21/10/1999;3,83;588;46
821;9,78156E+12;371;331;01/08/1997;4,1;52028;2513
822;9,78081E+12;372;480;10/05/1999;3,83;1397;128
823;9,78001E+12;373;371;01/01/2008;3,88;442;38
824;9,78042E+12;374;209;22/05/2003;3;2;0
825;9,78068E+12;375;336;08/05/1997;4,16;6599;635
826;9,78006E+12;376;729;02/08/2005;4,08;167321;4711
827;9,78157E+12;376;619;01/07/2003;4,08;39;3
828;9,78157E+12;376;496;01/08/2003;4;22;0
829;9,7805E+12;377;232;17/05/2002;4;675;12
830;9,78082E+12;378;272;21/10/1996;4;206;9
831;9,7804E+12;379;256;01/09/1995;3,92;81;12
832;9,78006E+12;86;152;17/10/2006;3,69;57011;3332
833;9,78043E+12;380;337;01/10/2000;4,09;6368;321
834;9,78031E+12;380;373;10/10/2006;4,1;717;112
835;9,78094E+12;381;303;01/12/2002;3,93;448;18
836;9,78044E+12;54;307;01/11/1985;3,76;3976;163
837;9,78088E+12;54;320;19/03/2002;4,12;496;48
838;9,78067E+12;54;64;30/09/1990;4,25;367;38
839;9,78088E+12;54;48;07/03/2000;3,98;235;4
840;9,78006E+12;54;246;01/01/1984;4,21;5236;506
841;9,78052E+12;382;204;22/04/1999;4,04;388;23
842;9,78039E+12;382;320;07/05/1990;4,01;843;42
843;9,78142E+12;382;84;17/06/2004;3,98;32;0
844;9,78014E+12;382;160;27/11/2003;3,98;10147;301
845;9,78091E+12;383;179;14/03/2008;4;9;2
846;9,7802E+12;337;512;06/03/1997;3,79;3664;58
847;9,7814E+12;337;0;01/01/2003;3,79;3;0
848;9,78006E+12;384;191;01/07/2008;4;1811;152
849;9,78044E+12;55;32;01/01/2002;5;4;1
850;9,78062E+12;384;275;04/09/2006;3,76;2018;294
851;9,78053E+12;384;266;31/12/2001;4,27;99;27
852;9,78156E+12;385;186;15/09/1998;4,25;1771;99
853;9,78079E+12;386;313;01/05/2000;3,46;38;1
854;9,78045E+12;387;233;30/09/2003;3,88;1162;127
855;9,78039E+12;388;585;01/09/1991;3,94;29;4
856;9,78053E+12;387;320;20/03/2007;3,36;10919;1113
857;9,78045E+12;387;336;24/09/2002;3,58;20321;1214
858;9,78045E+12;387;304;24/06/2003;3,66;26029;1588
859;9,78347E+12;387;384;01/02/2002;3,58;6;1
860;9,78186E+12;389;80;08/03/2006;3,64;42;0
861;9,78142E+12;390;208;03/10/2006;4,42;19945;76
862;9,78159E+12;390;200;19/05/2004;4,22;140403;1063
863;9,78142E+12;390;208;01/08/2006;4,38;10356;79
864;9,78142E+12;390;208;07/02/2006;4,36;8773;84
865;9,78142E+12;390;208;04/04/2006;4,36;8948;86
866;9,78409E+12;391;195;02/04/2004;4,43;227;38
867;9,78409E+12;391;204;11/11/2004;4,39;452;13
868;9,78409E+12;391;194;03/09/2004;4,43;400;11
869;9,78037E+12;392;187;24/07/1987;3,25;3;1
870;9,78031E+12;76;255;13/02/2001;4,02;1124;191
871;9,78326E+12;76;321;01/06/1994;4,02;9674;343
872;9,78075E+12;76;128;13/11/1997;3,57;24;3
873;9,78014E+12;76;77;29/06/1989;3,68;6254;423
874;9,78075E+12;76;128;03/11/2003;3,84;2061;104
875;9,78409E+12;390;189;05/01/2002;4,22;41;3
876;9,78272E+12;390;192;02/07/2003;4,22;54;4
877;9,78044E+12;7;80;01/01/1995;3,67;114;17
878;9,78044E+12;7;111;10/08/2004;3,93;1177;218
879;9,78044E+12;7;560;09/09/2003;4,44;557;46
880;9,78031E+12;393;226;22/08/1981;3,92;25;2
881;9,78016E+12;7;272;17/02/1995;4,26;5437;830
882;9,78039E+12;7;133;01/01/1996;4,01;76;12
883;9,78038E+12;394;320;12/06/2001;3,67;209122;4131
884;9,78014E+12;394;286;27/03/2003;3,67;1507;142
885;9,78039E+12;394;436;19/12/1994;3,67;585;63
886;9,78069E+12;394;482;01/07/2001;3,67;204;32
887;9,78159E+12;394;288;14/07/2006;3,67;311;18
888;9,78049E+12;394;733;26/01/1999;3,72;577;36
889;9,78052E+12;337;389;15/03/2003;3,85;5;0
890;9,78156E+12;337;277;22/04/2003;3,57;242;29
891;9,78188E+12;337;808;01/08/2000;4,06;33;3
892;9,78014E+12;337;327;31/12/2002;3,82;1049912;11391
893;9,78049E+12;337;368;06/05/2005;3,82;144;17
894;9,78038E+12;337;244;14/08/2001;3,82;687;37
895;9,78039E+12;337;656;17/10/2001;3,82;185;18
896;9,78049E+12;337;64;23/12/1998;4,2;970;53
897;9,78052E+12;337;221;18/10/2004;3,86;513;71
898;9,78055E+12;337;848;01/03/1984;4,28;5710;142
899;9,78006E+12;337;508;28/11/2000;4,05;2871;209
900;9,78094E+12;337;1050;15/10/1992;4,39;207;10
901;9,78006E+12;395;241;15/06/2004;3,92;11892;955
902;9,78159E+12;264;282;01/06/2002;3,96;715;44
903;9,78067E+12;396;361;28/10/2003;3,68;1817;123
904;9,78052E+12;397;331;01/09/1998;4,13;764134;11796
905;9,78045E+12;397;281;01/07/2003;4,13;1739;116
906;9,7814E+12;398;160;01/03/2005;4,33;1653;76
907;9,78014E+12;397;288;30/01/2003;4,13;517;13
908;9,78014E+12;397;242;26/02/2002;4,2;238192;4392
909;9,78088E+12;399;274;01/09/1994;3,8;23;7
910;9,78006E+12;400;128;19/03/1999;4,3;150;23
911;9,78047E+12;401;448;24/12/2003;4,32;5899;475
912;9,78047E+12;401;627;03/04/2007;4,32;328;43
913;9,78159E+12;401;372;01/06/2005;4,38;2579;301
914;9,78047E+12;401;256;13/11/2003;4,14;1546;122
915;9,78047E+12;401;422;04/10/1996;4,39;766;47
916;9,78047E+12;401;304;03/01/2002;4,31;1797;166
917;9,78074E+12;402;29;27/06/1991;3,91;65;9
918;9,78092E+12;403;250;01/08/1993;4,45;22;0
919;9,78189E+12;403;576;10/02/2002;4,45;495;30
920;9,78096E+12;404;221;01/01/1993;4,36;213;10
921;9,7804E+12;405;240;01/02/1990;3,9;39369;80
922;9,78062E+12;406;448;09/12/2004;4,11;580;41
923;9,78037E+12;122;335;05/05/2004;3,96;8624;409
924;9,78037E+12;122;656;12/10/1998;4,22;712;51
925;9,78037E+12;122;246;07/07/2003;3,89;8073;319
926;9,78088E+12;407;184;01/03/1991;4;4;0
927;9,78037E+12;122;248;18/09/2003;3,65;662;50
928;9,78082E+12;408;73;07/04/2004;3,61;67;6
929;9,78346E+12;409;88;01/04/1995;3,88;0;0
930;9,78142E+12;410;119;01/01/2005;3,91;128596;3422
931;9,78045E+12;410;449;04/02/1986;4,1;2450;113
932;9,78081E+12;411;208;17/01/1971;3,51;6;0
933;9,78014E+12;410;396;27/07/2006;3,48;1665;125
934;9,78049E+12;410;246;29/10/2002;3,96;54765;1437
935;9,78039E+12;410;256;17/12/2005;4,03;21997;1005
936;9,78016E+12;412;648;02/05/1994;4,14;141;11
937;9,78014E+12;410;352;28/09/2000;3,96;368;26
938;9,78039E+12;413;384;01/05/1995;3,59;2699;336
